SampleID,collection_day_s,common_name_s,description_s,nutrition_calcium_s,nutrition_calorie_s,nutrition_carb_s,nutrition_cholesterol_s,nutrition_fat_s,nutrition_fiber_s,nutrition_protein_s,nutrition_satfat_s,nutrition_sodium_s,nutrition_sugar_s,,,,,,,,,,,,,,,
ERR531736,199,human gut metagenome,DonorA Stool,284.6471004,2076.07861,365.9685173,111.4112167,49.51317573,29.86553228,51.15052938,18.76983231,3343.613245,174.4168646,,,,,,,,,,,,,,,
ERR531731,7,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531732,135,human gut metagenome,DonorA Stool,897.1849966,1611.108536,205.9121056,292.4199963,40.85067487,12.76407702,104.3941342,13.19184267,1002.226677,119.9804865,,,,,,,,,,,,,,,
ERR531727,315,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531728,305,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531723,227,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531724,209,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531719,8,human gut metagenome,DonorA Stool,782.9999981,2430.589999,439.2449999,192,42.32119989,30.58799973,75.63760006,12.29138004,1592.039999,207.2917957,,,,,,,,,,,,,,,
ERR531720,190,human oral metagenome,DonorA Saliva,213.6849995,2447.020823,278.9228669,350.635,73.48554941,17.61450001,86.37865049,30.9472051,1893.568897,100.6743175,,,,,,,,,,,,,,,
ERR531717,311,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531718,256,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531713,240,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531714,302,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531709,192,human oral metagenome,DonorA Saliva,357.405,1827.430001,250.220401,75,60.78849977,42.39950038,56.09455109,13.15103,2420.204998,60.90674982,,,,,,,,,,,,,,,
ERR531710,143,human oral metagenome,DonorA Saliva,1051.600001,1758.688736,267.1650829,265.830986,53.80240002,5.792000055,54.97879207,23.8214601,1363.83071,135.3029437,,,,,,,,,,,,,,,
ERR531705,241,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531706,280,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531701,230,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531702,252,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531697,73,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531698,220,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531695,155,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531696,231,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531691,4,human gut metagenome,DonorA Stool,963.6924996,2886.947506,392.7077019,169.8800049,113.4066237,41.56850028,83.02069914,24.47026513,2873.777537,233.6912485,,,,,,,,,,,,,,,
ERR531692,41,human gut metagenome,DonorA Stool,678.0690036,1784.288023,259.5011244,291.6399994,39.54096088,18.36655048,88.7637676,9.912693074,1723.32351,126.6060005,,,,,,,,,,,,,,,
ERR531687,329,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531688,38,human oral metagenome,DonorA Saliva,504.5400196,2959.125062,423.1425407,258.1537914,107.5662533,22.98992118,97.66458097,35.3670775,6546.592272,113.0183218,,,,,,,,,,,,,,,
ERR531683,84,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531684,339,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531679,207,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531680,127,human oral metagenome,DonorA Saliva,817.2040141,2271.057537,355.3778343,244.175952,63.28867469,47.91550045,94.98510027,26.40497,1629.64437,134.9660064,,,,,,,,,,,,,,,
ERR531675,47,human oral metagenome,DonorA Saliva,790.3759983,3331.392003,526.2315619,273,93.8389219,30.12840021,112.0285617,38.64244731,5585.396,250.7916403,,,,,,,,,,,,,,,
ERR531676,232,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531673,269,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531674,310,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531669,337,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531670,301,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531665,37,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531666,79,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531661,112,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531662,197,human oral metagenome,DonorA Saliva,230.1524998,1613.147789,316.6344841,30,27.00817129,36.73712156,39.11753964,9.016594999,715.854747,153.0484285,,,,,,,,,,,,,,,
ERR531657,18,human gut metagenome,DonorA Stool,399.8251216,2441.330138,337.7867348,141.5743902,93.30130704,34.25443919,74.78031916,31.70983216,3626.772865,125.7619185,,,,,,,,,,,,,,,
ERR531658,208,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531653,20,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531654,26,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531651,155,human gut metagenome,DonorA Stool,451.059999,1567.480003,173.5723968,66.59999847,72.34049946,10.46333313,42.33946681,27.15296964,2334.21999,66.99566364,,,,,,,,,,,,,,,
ERR531652,306,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531647,238,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531648,185,human gut metagenome,DonorA Stool,68.83999968,1568.789998,235.2438002,690,38.36739999,9.139999986,59.93279982,10.13101999,2055.219996,53.86999989,,,,,,,,,,,,,,,
ERR531643,140,human oral metagenome,DonorA Saliva,615.5200019,1164.699997,124.9838386,338.3600006,27.30676025,4.524799943,81.18267963,5.94418405,1851.09199,29.98059988,,,,,,,,,,,,,,,
ERR531644,337,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531639,44,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531640,151,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531635,228,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531636,165,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531587,299,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531588,17,human gut metagenome,DonorA Stool,706.2813568,2081.447993,293.9068966,141.25,68.86648242,13.85333797,73.44456783,18.67191897,1770.815471,141.4285678,,,,,,,,,,,,,,,
ERR531586,249,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531582,144,human gut metagenome,DonorA Stool,658.9500008,3185.427521,529.9580338,270.1100006,51.37949972,28.62999976,117.3689992,15.39451,3316.510826,124.9595984,,,,,,,,,,,,,,,
ERR531583,245,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531578,306,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531579,31,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531574,338,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531575,213,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531627,349,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531628,54,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531623,123,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531624,187,human gut metagenome,DonorA Stool,463.1400008,2263.760015,215.8346024,99.75,65.49609996,12.02450006,81.00739999,14.23177484,1245.284983,41.29200001,,,,,,,,,,,,,,,
ERR531619,176,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531620,162,human oral metagenome,DonorA Saliva,672.8780005,2116.543022,353.2141094,150.8399963,42.18170005,19.02159991,81.3644993,14.28345646,1335.339986,182.7272601,,,,,,,,,,,,,,,
ERR531615,303,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531616,140,human gut metagenome,DonorA Stool,615.5200019,1164.699997,124.9838386,338.3600006,27.30676025,4.524799943,81.18267963,5.94418405,1851.09199,29.98059988,,,,,,,,,,,,,,,
ERR531611,175,human oral metagenome,DonorA Saliva,502.6399999,1417.070004,203.7543011,132.5,46.7686,6.316000015,46.40950012,14.06557,2873.53,91.0395,,,,,,,,,,,,,,,
ERR531612,89,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531607,148,human oral metagenome,DonorA Saliva,343.1299982,2220.03069,407.8157024,146.3599997,36.43799886,14.95299983,73.86829996,8.241000008,1599.136141,194.7396479,,,,,,,,,,,,,,,
ERR531608,361,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531603,216,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531604,190,human gut metagenome,DonorA Stool,213.6849995,2447.020823,278.9228669,350.635,73.48554941,17.61450001,86.37865049,30.9472051,1893.568897,100.6743175,,,,,,,,,,,,,,,
ERR531599,29,human gut metagenome,DonorA Stool,819.6257381,2790.327927,338.760299,344.3340683,100.8396648,7.632000029,108.1236045,42.66029019,2000.032124,188.4818969,,,,,,,,,,,,,,,
ERR531600,129,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531595,119,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531596,160,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531591,161,human oral metagenome,DonorA Saliva,636.506997,3225.741006,400.7691532,323.9940075,139.743849,19.91470077,100.3709508,58.58204286,5738.884131,210.13207,,,,,,,,,,,,,,,
ERR531592,309,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531605,73,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531606,51,human gut metagenome,DonorA Stool,557.9399972,2100.880011,249.7886026,286,69.6076998,37.94050168,102.8814516,24.15403001,2954.794999,88.02525195,,,,,,,,,,,,,,,
ERR531629,158,human oral metagenome,DonorA Saliva,644.1799994,1562.060005,230.0921017,50,26.12239996,6.046999753,80.36539984,7.852659993,1034.759951,59.17900001,,,,,,,,,,,,,,,
ERR531630,173,human oral metagenome,DonorA Saliva,266.8099918,2601.129987,296.7270031,384.3999969,116.1653988,14.16299963,82.73379946,50.2241097,4097.389981,124.7979968,,,,,,,,,,,,,,,
ERR531584,228,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531585,78,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531601,159,human gut metagenome,DonorA Stool,355.3499999,2282.110009,292.7992992,50,73.87740001,9.934999943,67.9296999,24.51517001,2794.729995,89.56400001,,,,,,,,,,,,,,,
ERR531602,252,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531580,123,human gut metagenome,DonorA Stool,239.4299951,1008.059999,149.8784001,285.26,28.45899979,9.5,44.23349936,13.86764004,2219.070002,54.67840004,,,,,,,,,,,,,,,
ERR531581,117,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531576,228,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531577,78,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531597,202,human oral metagenome,DonorA Saliva,224.7399998,1863.175008,241.7119026,295,64.0474,12,49.28439999,13.10474002,3830.1335,75.79710007,,,,,,,,,,,,,,,
ERR531598,10,human gut metagenome,DonorA Stool,604.1137238,1821.498302,286.683018,111.2761192,55.48702708,15.55307451,55.41155525,18.26331769,774.1913213,138.6228851,,,,,,,,,,,,,,,
ERR531573,66,human oral metagenome,DonorA Saliva,977.4666653,1818.960475,181.9985615,169.9942868,89.69798118,11.40890473,70.5497523,33.17331622,3074.968588,52.80595259,,,,,,,,,,,,,,,
ERR531593,289,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531594,40,human gut metagenome,DonorA Stool,866.166501,1564.984276,236.9236736,69.54999924,46.86165941,20.38394999,60.20377332,9.428866692,2192.265249,170.6804247,,,,,,,,,,,,,,,
ERR531589,51,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531590,198,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531625,113,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531626,235,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531621,27,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531622,354,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531617,314,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531618,3,human gut metagenome,DonorA Stool,481.4224992,3048.030941,447.732461,163.3474998,117.7488035,24.26071861,65.86765957,41.49780266,2658.950011,238.8472483,,,,,,,,,,,,,,,
ERR531613,183,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531614,101,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531609,147,human oral metagenome,DonorA Saliva,597.0700045,1990.940029,330.556206,417.6399994,38.75830042,15.14700001,81.89400238,7.459810108,2044.460007,174.8233996,,,,,,,,,,,,,,,
ERR531610,313,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531693,275,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531694,128,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531715,59,human oral metagenome,DonorA Saliva,768.1940007,1736.282514,284.560031,224.6131378,38.72023148,11.18373787,54.73627801,13.18706151,1474.897407,181.3146788,,,,,,,,,,,,,,,
ERR531716,96,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531733,98,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531734,186,human gut metagenome,DonorA Stool,444.2199993,1522.125096,215.7289944,127.3000031,46.14740038,13.20000005,62.5746007,18.05474019,2526.962265,112.2154922,,,,,,,,,,,,,,,
ERR531711,54,human gut metagenome,DonorA Stool,840.2159998,1706.131999,279.8115599,49,54.08252,17.66240001,34.28535999,15.11128802,1501.836,148.86764,,,,,,,,,,,,,,,
ERR531712,297,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531747,244,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531748,361,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531707,274,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531708,232,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531729,180,human gut metagenome,DonorA Stool,534.7399998,1802.37,239,122.5,70.0474,6.5,60.78439999,18.25474,1772.24,133.75,,,,,,,,,,,,,,,
ERR531730,23,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531703,75,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531704,199,human oral metagenome,DonorA Saliva,284.6471004,2076.07861,365.9685173,111.4112167,49.51317573,29.86553228,51.15052938,18.76983231,3343.613245,174.4168646,,,,,,,,,,,,,,,
ERR531725,313,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531726,174,human gut metagenome,DonorA Stool,561.7700005,2692.47997,211.9057026,553.0199915,144.2727966,9.323000431,122.3271982,51.16932899,2409.250002,129.8770014,,,,,,,,,,,,,,,
ERR531743,329,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531744,106,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531721,112,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531722,37,human oral metagenome,DonorA Saliva,430.0250022,2073.639997,386.701802,27.5,37.02929981,31.28750069,63.69355161,12.87779,2200.545005,145.7777499,,,,,,,,,,,,,,,
ERR531637,125,human oral metagenome,DonorA Saliva,391.5507813,2339.964478,251.6982555,474.7600098,104.6849737,8.266233683,71.1196326,30.75041652,4096.103683,120.2250004,,,,,,,,,,,,,,,
ERR531638,164,human gut metagenome,DonorA Stool,611.54,1530.410001,270.0624008,100,33.49620003,11.03600001,45.76680005,15.15706001,1879.1,149.6327991,,,,,,,,,,,,,,,
ERR531631,203,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531632,277,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531633,136,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
